category,text
dvd,view it again in a heartbeat (recommended)
dvd,not his best material but still a great performance...
dvd,hal holbrook mesmerizes as mark twain
dvd,he channels mark twain
dvd,this is a must have!
dvd,mark twain lives in hal holbrook
dvd,better than nothing
dvd,mark twain tonight!
dvd,missing a few biggies...
dvd,good set but this would be better.
dvd,i'm going to get this dvd
dvd,an amazing production with very few flaws
dvd,fun and sweet madeline movie
dvd,high quality family entertainment
dvd,charming and fun
dvd,set the record straight.
dvd,relish the mischief!
dvd,for all young at heart aged 2 to 122 years of age
dvd,could have been better. yup.
dvd,visconti's most lyrical beguiling film
dvd,very sad but beautiful
dvd,just wait a year
dvd,an exquisite film
dvd,"""a bold lyrical drama of sensual awakening"""
dvd,fine video but appalling audio
dvd,death warrant
dvd,jailhouse rock n sock 'em!
dvd,it kills me
dvd,wow!! van damne is in prison
dvd,van damme takes it to a whole new level...
dvd,van damme in prison!
dvd,pure [poo]!
dvd,creationism masquerading as science
dvd,extraordinary account of the history of the universe
dvd,bad exegesis
dvd,journey toward evolution
dvd,a very unique planet in an unbelievably vast universe!!!
dvd,journey toward narrow minded bs
dvd,awe and wonder
dvd,journey toward creation
dvd,good boy
dvd,as good as they say!
dvd,an ambitious and successful proposal !
dvd,this is brilliant british romantic comedy
dvd,great romantic movie
dvd,what'd they say?
dvd,my north my south my east my west
dvd,no debe faltar en su colecci�n
dvd,wedding bell blues
dvd,great dvd for aspiring cheerleaders.
dvd,no excuses excercise help!
dvd,walk away the pounds 2-pack
dvd,in-home workout for just about anyone
dvd,motivation and ease
dvd,walk anytime
dvd,exercise video
dvd,no coordination needed!
dvd,smoking joe
dvd,couldn't turn it off
dvd,only need one word...
dvd,joe b. is the new blues god!!!!
dvd,whatever possessed bonamassa
dvd,great band & songs - but what's up with the sound?
dvd,worth watching twice or more
dvd,blue max movie review
dvd,the blue max dvd
dvd,the blue max
dvd,blue max
dvd,just about the best film set in the first world war that you will see
dvd,roaring biplane blast from the past!
dvd,here's to the blues
dvd,the importance of espirit de corps
dvd,underrated comedy
dvd,what a find!
dvd,light hearted and funny!
dvd,one of 1990's most popular films
dvd,i give this flick five stars
dvd,an interesting misfire
dvd,travolta does it again...
dvd,not mad enough to be engaging
dvd,excellent farce of a hold up
dvd,tense and unpredictable
dvd,"""mad"" about john travolta and dustin hoffman!"
dvd,don't believe the hype.
dvd,sssssmokin' guitars and a great band...
dvd,nearly as good as the grammy winning cd
dvd,the carlton i've been waiting for
dvd,producers. producers!!!
dvd,passing the baton
dvd,a guitar player's dream!!!!!
dvd,predictable story line but did not bore me
dvd,'b' at it's best....
dvd,lots of action - with a twist!
dvd,ignore the awful picture on the cover!
dvd,b-movie classic- buddy/cop japanese mafia shoot-out thriller
dvd,liked it 100 times more than i thought i would!
dvd,dark and disturbing look at the 'death of god'
dvd,a new hope
dvd,thought provoking drama
dvd,preachy - but not in the way you'd imagine
dvd,left nothing but fog in my brain and a hole in my wallet
dvd,an astounding movie!
dvd,"""we need a druid and you have cast a level 5 charm spell on me"""
dvd,i want you inside me
dvd,hilarious movie - must see for people who love comedies!
dvd,severe sarcasm never tasted so good
dvd,fun for me - not for others?
dvd,who finances garbage like this?
dvd,no i love sluts. sluts rock.
dvd,simply the funniest movie ive ever seen
dvd,a slightly altered version of the old fable
dvd,the platinum group of silly symphonies
dvd,disney's labor of love
dvd,our very favorite dvd set
dvd,you will treasure this collection forever
dvd,re-release these!!!!
dvd,other neglected disney treasures
dvd,great comedy movie!
dvd,all-star cast great drama but it didn't get much screentime
dvd,review of a very funny video
dvd,pass the lefty on the left hand side
dvd,victim of the times.
dvd,powerful and moving
dvd,a very fine film that injects a hint of realism into bollywood melodrama
dvd,'disguised as religion it is all about money'
dvd,dramatic yet inspirational
dvd,excellent glimpse into another life...
dvd,a social conscious film of uncommon beauty.
dvd,the plight of child widows in 1938 india. very sad.
dvd,"""live life and be happy"""
dvd,beautifully filmed well-acted and thought-provoking
dvd,great movie~!
dvd,beautiful breathtaking.....wonderful!
dvd,horrible movie compared to book
dvd,a customer's opinion
dvd,randy buck hasn't a clue
dvd,jack warner was right.....
dvd,you can sell those tapes now.
dvd,an overall review of all fushigi yugi...
dvd,even better than the first half!
dvd,gripping to the end
dvd,the best part of the series...
dvd,bring it on review
dvd,more of kirsten dunst please...
dvd,totally fun fresh & absolutely amazing!!
dvd,bring it on!
dvd,good fun!
dvd,an amazing cheer movie
dvd,i'm embarassed
dvd,good good film
dvd,a rivetting film!
dvd,larry clark out of his mind
dvd,there's pushing the envelope of filmaking and the artful
dvd,ken park how not to make a movie
dvd,where is my product ?
dvd,tex mcfaden's review of essential keys to better bowling
dvd,the paul mccartney concert experience
dvd,paul shines on
dvd,the audience with cameo appearance by paul mccartney
dvd,incredible concert dvd we were there at madison square garden
dvd,the best paul dvd ever...
dvd,mac continues to amaze
dvd,pretty damn good for an old beatle
dvd,buy the dvd instead of the cd
dvd,awesome live performance
dvd,must have dvd!
dvd,as close as it gets
dvd,firefly newby
dvd,brilliant show!
dvd,make another movie
dvd,firefly is a new twist on sci-fi
dvd,discovering a firefly
dvd,one of the greatest tv shows ever!
dvd,sci-fi for everyone
dvd,sick sad and heart warming
dvd,perhaps the most apt title for a movie ever
dvd,funny shocking profane profound beautiful
dvd,it was a good date movie
dvd,great adventure photography
dvd,a very funny christmas comedy!
dvd,my favorite christmas movie!
dvd,christmas vacation movie
dvd,"""oh dear did i break wind?"""
dvd,"""tis the season to be merry."""
dvd,'it's christmas and everyone's miserable'
dvd,my favorite christmas movie
dvd,early cardigans concert on an amazing dvd!
dvd,a bass player as good as lincoln goines-
dvd,heart & soul plus virtuosity+
dvd,mike stern is one of the greats!
dvd,great musicians somewhat long winded.
dvd,i have a gem in my collection
dvd,why omitting two songs?
dvd,great playing great production great interviews
dvd,a war time stir-'em up movie and very well done
dvd,fight to destroy destruction
dvd,great movie begging for remake
dvd,"""awful lot of money being wasted around here!"""
dvd,one of any ww ii buffs collection!!!
dvd,better than remembered
dvd,i want to live!
dvd,the admirable farewell of a genius!
dvd,"the ""godfather 3"" of the kurosawa canon"
dvd,not yet!
dvd,professionally executed workout for all levels
dvd,gilad is the best!
dvd,love gilad!
dvd,low impact is a must
dvd,perfect !
dvd,the greatest basketball movie ever made.
dvd,an awful experience that repeats itself over and over!
dvd,terrific! for every lover of basketball...and the sadness of addiction and the glory of recovery.
dvd,he could have been a contender...
dvd,remember the first time it was shown on hbo
dvd,best basketball history video
dvd,"""goat is great"""
dvd,one of the best !
dvd,this isn't a winner......
dvd,nice way to spend an afternoon
dvd,absolutely without a doubt one of the best movies ever.
dvd,one of my most favorite movies
dvd,a vast improvement over the initial dvd for this movie but...
dvd,a movie for any softball player out there
dvd,wonderful movie for the family
dvd,awesome in its own right
dvd,"""i'm a mean green mutha from outer space!"""
dvd,just great fun
dvd,"""supper time!"""
dvd,one of my all time favorite films
dvd,blast from the past!
dvd,returned it to the store!!
dvd,too advanced for a 3 year old
dvd,if you want more letters get the dvd version
dvd,does little to entertain much less educate
dvd,few letters but teaches them well
dvd,big disappointment!!!!
dvd,hell hath no wrath...
dvd,soooooooo good!
dvd,a classic...
dvd,comical touching and very entertaining
dvd,early teens movie
dvd,wished upon .... a great girls movie!
dvd,awww i absoloutely love this movie
dvd,been wishing i had this movie!!!!
dvd,truly intoxicating
dvd,"the superfriends version is just not in their ""league"""
dvd,what like a bunch of super-friends?
dvd,a mixed bag of goodies
dvd,stick with batman and superman the animated series
dvd,experience again the justice league's earliest adventures.
dvd,why the full 5 stars?
dvd,beautiful film; wonderful performances
dvd,beautiful movie
dvd,example of great film-making
dvd,a good movie!
dvd,purple rain remains one of the most contemporary and entertaining films of its decade
dvd,purple gold
dvd,a classic for our generation...
dvd,and now debuting in my list of the 10 worst movies ive ever seen ...
dvd,prince is the king
dvd,purple rain purple reign
dvd,prince is absolutely a musical genius!!
dvd,a must have if you love prince
dvd,4 prince lovers
dvd,modern film making at its... weirdest.
dvd,are you henry?
dvd,hypnotic introspective evocative
dvd,a surrealist nightmare...
dvd,don't erase this
dvd,surreal creepy and probably the weirdest movie of all time
dvd,"liza with a ""z"""
dvd,where did the audio come from?
dvd,liza the great
dvd,liza at her peak!
dvd,"liza with an ""a"""
dvd,liza with a z
dvd,liza with extra zzzzzzzzzzzzzz.....
dvd,liza rings them bells!
dvd,the opposite opinion
dvd,an excellent summation of the escaflowne series
dvd,not to be mean but there's a true absence of a development
dvd,bad reviews
dvd,the entire escaflowne universe in a can...
dvd,a good movie trying to break out
dvd,how are people rating this 5 stars
dvd,it fits along with adult manga
dvd,version city
dvd,mr satan in person
dvd,an enigma unto itself
dvd,3 versions of a great movie
dvd,a blighted genius is still a genius
dvd,great package... dull film
dvd,outstanding set and a fun film!
dvd,the best movie version
dvd,film noir lite
dvd,the power of love vs the love of power!
dvd,full talent casting perfect story great direction
dvd,fifties noir and close to being first-rate
dvd,film noir in color
dvd,worth revisiting...
dvd,ensemble noir
dvd,great cinematographic language
dvd,i really enjoyed it!
dvd,what is the 6th sense?
dvd,"""i see dead people..."""
dvd,excellent wonderful film!
dvd,ghost story
dvd,m. night shyamalan's best movie
dvd,don't cut yourself on the edge of your seat
dvd,post war blockbuster
dvd,thank you the razor's edge
dvd,i dare you to ask
dvd,and what a sharp edge it is!
dvd,deep focus
dvd,a laudible effort.
dvd,"""there must be more to life than this"""
dvd,"""there lived in this age a very remarkable creature."""
dvd,underappreciated masterpiece
dvd,being there with peter sellers
dvd,being there
dvd,peter sellers final bow?
dvd,the allegorical gardener
dvd,a prelude to the bush presidency....
dvd,moody moralistic violent and loud
dvd,an american in london
dvd,this is a great film starring a great actor
dvd,the sudden twist of fate!
dvd,maravillosamente genial
dvd,a gripping story of survival of the fittest...
dvd,you'll be on the edge!
dvd,"""how do men die out in the wilderness? the answer is shame."""
dvd,pure david mamet - sweeeet!
dvd,good video great player
dvd,great tribute for a great athlete
dvd,really really really bad
dvd,i want more!
dvd,remembering the carpenters
dvd,the story of richard and karen carpenter
dvd,excellent overview of a legendary performer
dvd,"""carpenters live in concert"" dvd-japan only release"
dvd,more than 1 version of this dvd exists.
dvd,quoth chicken mudge
dvd,ugly american revisited
dvd,heartfelt disturbing sexy & true
dvd,"""what is wrong with you boy!"""
dvd,a quietly brilliant little film about coping and other atrocities of living
dvd,the mudge boy
dvd,mesmerizing character study with perfect performances
dvd,lovely acting and settings; universal issues
dvd,improv geniuses are best in show
dvd,helen mirren great character acting
dvd,great date movie
dvd,helen mirren is fantastic!
dvd,elizabeth i
dvd,an elder elizabeth and leichester
dvd,a brilliant performance
dvd,all hail helen mirren
dvd,extraordinary film!
dvd,one of the last truly original sketch comedy shows
dvd,the kids hit their prime in season 2 but dvd extras sparse
dvd,hilarious! loved this dvd. f-ing good ham!
dvd,fantastic sophmore season brought to dvd
dvd,legends of sketch
dvd,different strokes...
dvd,sophmore slump
dvd,great movie okay dvd
dvd,wonderfully kind.
dvd,some kind of wonderful
dvd,my favorite movie kiss
dvd,break his heart and i'll break your face ... memorable line!
dvd,a wonderful story/film...well named!
dvd,its wonderful
dvd,great great movie!!!
dvd,some kind of breathtaking...
dvd,kool movies!!!!!!
dvd,fantastic little known movie!
dvd,self promotion for producer.
dvd,great movie that should have captions.
dvd,superb sherlock holmes thriller
dvd,a more compassionate holmes & intelligent watson
dvd,a mystery classic!!
dvd,holmes and watson; plummer and mason
dvd,a sherlock doyle could have been proud of
dvd,a sad mess filled with missed opportunities & lots of potential
dvd,can't stand being negative..but here goes
dvd,not too bad....
dvd,very cheap and bad low budget horror flick.
dvd,boo! oh sorry... saw it coming
dvd,axis of evil
dvd,abstract film based on realistic painting
dvd,24-minute horror short!
dvd,couch cutie
dvd,great workout very pleased!
dvd,target toning
dvd,ab portion is great.
dvd,great buns workout
dvd,great abs section
dvd,retains the terrifying character of the story
dvd,a waste of time
dvd,great set a must buy for fans
dvd,clean enjoyable amazing entertaining
dvd,great movie for everyone to watch
dvd,this one is ture to the book!
dvd,true passion
dvd,how can anyone not like this show?
dvd,back at last (and not a minute to soon)
dvd,my personal merchant ivory favourite
dvd,a lesson for screenwriters
dvd,brilliant movie making
dvd,a true classic.
dvd,simply stated
dvd,wilby in maurice is the most gorgeous guy i've ever seen in a movie
dvd,opening of the eyes and thank god within us.
dvd,it really works!!
dvd,boring boring boring!
dvd,one of my favourite workout dvd
dvd,not the best
dvd,i sold the dvd after one try
dvd,band? awkward? you must be kidding me...
dvd,home workout
dvd,needs dts!
dvd,new meaning to car show.
dvd,john carpenter's ' christine
dvd,a classic film!
dvd,one man's best friend
dvd,excellent but way too much was changed
dvd,i love this movie !!
dvd,excellent period drama
dvd,a classic for women
dvd,quality british television a visual delight
dvd,great transfer - inferior sound
dvd,better on dvd!!!!!!
dvd,a first class series
dvd,a great series...
dvd,tae bo kicks
dvd,a formidable achievement
dvd,what a let-down!
dvd,an abomination
dvd,a great collection for novices and seasoned beckettians alike
dvd,a real score for beckett aficionados
dvd,for the starved
dvd,the holocaust for children
dvd,well intentioned perhaps -- but significantly flawed
dvd,not the best holocaust movie made
dvd,revenge from beyond the grave
dvd,"...""as men strive for right....."""
dvd,heart rending
dvd,cry freedom
dvd,old favorite on dvd
dvd,it looks like south africa
dvd,ok movie
dvd,an early one from gilliam
dvd,my kids liked it a little bit...
dvd,mad-cap adventure or child's nightmare
dvd,worth it for the commentary track but first buy the divimax edition.
dvd,the anti-wizard of oz - kinda
dvd,classically gilliam-styled humor
dvd,dvd brings new life to beatty's big bold and sometimes didactic take on the early communist movement
dvd,where's julie?
dvd,the best bargain on amazon.com
dvd,hard to share in a state of narrowmindedness!
dvd,we wuz robbed!
dvd,the special edition treatment this film so richly deserves!
dvd,passion and politics
dvd,what great filmmaking is (and can be again if you really want it)...
dvd,has a few flaws but it needed to be made and by spike...
dvd,a man who could have reshaped the role of black men today! brilliant movie!
dvd,quite possibly the greatest film spike lee has ever made
dvd,k. tarin is a racist!
dvd,book from alex hailey is way better
dvd,2 much power for 1 filmmaker to have
dvd,one of the greatest that ever lived!
dvd,malcolm x
dvd,excellent civil rights film
dvd,cool film!
dvd,excellent pianist miserable photography
dvd,splendid dvd shows why li is among our best young pianists
dvd,chopin would be proud and awed!!!
dvd,really impressed by yundi li
dvd,a highly talented pianist who will continue to develop and impress!
dvd,great liszt chopin's humour revealed
dvd,that... was the coolest thing... i have ever seen
dvd,thank you reviewers
dvd,how dare you cut these mr. judge
dvd,where are the steamroller shopping cart shopping list yard sale nose bleed no service canned and sign here epiodes?
dvd,pity the children
dvd,feels somewhat biased/slanted view but worth seeing nonetheless
dvd,enough already!!!!!! not guilty.
dvd,watch this film!
dvd,free the west memphis three
dvd,not scary but very entertaining
dvd,scariest movie of all time. period.
dvd,simply the best!!!!
dvd,the original and by far the best...
dvd,the title sends shivers down my spine every time i hear it
dvd,it's not that scary but it was enjoyable
dvd,tcm ultimate edition
dvd,tobe hooper's texas chainsaw massacre still outshines them all!!!!!
dvd,the best collection wwe has ever done
dvd,to be continued
dvd,all wrestling no documentary
dvd,undertakers dvd is a 5 star dvd
dvd,who cares about the packaging it's the undertaker
dvd,you will... rest...in... peace!!!!
dvd,nothing but matches
dvd,the deadman!!!!!
dvd,10.5 future
dvd,possibly one of the worst movies ever
dvd,low ranking but hold on
dvd,visual effects are awesome!!!
dvd,10.5 special effects swarm
dvd,10.5 on the unrealistic scale
dvd,who wrote this craptastic movie . . .
dvd,if only life were that simple
dvd,angie harmon deserves better roles....
dvd,you can't go wrong!!!!
dvd,not a great movie but definitley good...
dvd,delightfully funny.
dvd,angie-nuff said.
dvd,surprisingly excellent movie
dvd,made me laugh and kept me interested
dvd,sassy silly and funny. quality entertainment
dvd,truth be told = #$%& %^&* !@#$%^&*
dvd,a different kind of what's happening!!!!
dvd,corny but still funny!
dvd,what's happening wraps on dvd season 3 great
dvd,an early end to a great series
dvd,a controversial release
dvd,o.k... am i the only one who got it?
dvd,maruschka detmers the perfect borderline girl
dvd,cool story shallow ending
dvd,this quiet and dreamy film may draw you in...
dvd,city of angels review
dvd,stands the test of time
dvd,a new classic
dvd,city of angels
dvd,true love with no boundries and limits.
dvd,fall for this classic tale
dvd,its a heartbreaker.
dvd,pathetically steinbeckian and yet luminous.
dvd,great short film of karl(billy bob thorton)
dvd,should have been an added bonus to the movie dvd
dvd,short but expensive
dvd,a movie in it's own !!!
dvd,a very good suspense film
dvd,not great but i must say it grew on me
dvd,"reaction to ""chain"""
dvd,great action
dvd,exploding with suspense and intriguing all at once
dvd,fun but scientifically illiterate
dvd,charming romantic fun
dvd,a fun movie...
dvd,average jackie film at best
dvd,original is waaay better~!!
dvd,funny but unusual!
dvd,this is the one you should hold on to.
dvd,nanny mcphee review
dvd,the person you need is nanny mcphee ! ! !
dvd,me mcphee
dvd,must have movie!
dvd,what a delight!
dvd,a nanny with warts and twinkling eyes captivates a challenging household
dvd,here is a classic!
dvd,the most magical movie i have seen in years
dvd,when you want me but no longer need me i must go when you need me but don't want me i will stay
dvd,a wonderful fairy tale...
dvd,wonderful especially for those of us who have a passion to help our youths.
dvd,the difference a teacher makes
dvd,michelle pfeiffer is the best actress to emerge from tinsel town.
dvd,best movie
dvd,powerful emotional film; michelle pfeiffer rocks
dvd,predictable and very stereotyped
dvd,a pale imitation of its predecessors
dvd,a devine dvd
dvd,thoughtful and entertaining
dvd,one man's sweep of history
dvd,save your time
dvd,gone but not forgotten
dvd,nothing special
dvd,better off forgoten!!!!!!!
dvd,don't listen to the naysayers this is a *great* movie.
dvd,please save your money!
dvd,lee from tinley park il
dvd,dark & delightful
dvd,really wanted this!
dvd,an offer you can't refuse
dvd,i'll make you a deal you can't refuse.
dvd,the sins of the father become the sins of the son
dvd,the all time best movie
dvd,forgive me lord i have blasphemized
dvd,worth the hype
dvd,not very happy
dvd,i love lucy 2nd season
dvd,i love lucy - a great alternative to the current junk on tv
dvd,can't rate what i don't have!
dvd,did it ever really get any better than this?
dvd,bridges of madison county
dvd,bridges of madison county dvd
dvd,a mature intelligent love story....
dvd,best love storey!!!!
dvd,wow..this is a must see.
dvd,the bridges between love and duty
dvd,hypnotic and mesmerizing. streep is unforgettable
dvd,pure joy
dvd,a proper rememberance for the best of the best
dvd,best rory dvd ever!
dvd,absolutely definitive
dvd,rory gallagher - live at montreux/the definitive collection
dvd,well four and a half really but...
dvd,hard edge english r and b at its best
dvd,south park rules
dvd,what more could you ask for?
dvd,sweet! yeah i want cheesy poofs!
dvd,a cult classic
dvd,absolutely magnificient
dvd,a must-have and must-see
dvd,average at best but good role in here by webb wilder that his fans...
dvd,absolutely loved this movie
dvd,it's about time!!
dvd,look out music city
dvd,best film ever!!!
dvd,at last!
dvd,may the pun be with you
dvd,r&b ride again
dvd,something to think about
dvd,now here's something you'll really like
dvd,more of the best!
dvd,as the show really hit its stride
dvd,rocky and bullwinkle iii - still crazy after all these years
dvd,all that and much more
dvd,fan mail from some flounder
dvd,one of those movies you either love or hate -- i enjoyed it.
dvd,s.w.a.t is not b.a.d at all!
dvd,not just a shooter
dvd,lacked some heart
dvd,dumb and not entertainingly dumb either
dvd,(insert sound effects and explosion here)
dvd,if you want the real deal go region 2
dvd,still not fixed
dvd,special edition english dub needed now!
dvd,greed touches everything!
dvd,excellent movie...
dvd,wish i could give this 0 or .5 stars .. horrible job dreamworks
dvd,forgive the dvd the movie didn't know it would turn out like this
dvd,excellent a must see.
dvd,ignore the dvd cover and enjoy the stunning visuals of the film itself
dvd,human sexuality and the spectrum of love
dvd,dont bother
dvd,my favorite (...)movie
dvd,"""just think of aids as the guest that won't leave."""
dvd,an interesting and informative on the history of the portrayal of gays in the movies
dvd,a valuable documentary
dvd,"""can we just not hate ourselves as much?"""
dvd,a bit outdated but good
dvd,high school senior considering becoming a cadet
dvd,highly informative for the non-millitary individual
dvd,rare glimpse at kalachakra rites
dvd,fascinating film...
dvd,cultivating compassion
dvd,a tribute to the legendary f-14 tomcat's glorious days and later---it's final carrier landing!
dvd,top gun is a 5 star general of a movie. review by adam platts
dvd,fly into the danger zone
dvd,why in the world is this movie still popular?
dvd,2 disc special edition is a winner!!
dvd,perhaps the most overrated film ever
dvd,how could you see in the mig's cockpit? we were upside down on top of him.
dvd,i still love this movie
dvd,if you were born after the 80's and hate this movie your review doesn't count
dvd,lame and corny
dvd,80's flashback
dvd,lawyers can be human
dvd,a fine comedy one of the best
dvd,great idea poor implementation
dvd,5 stars from me!
dvd,i don't even sweat!
dvd,mrs. inflexible
dvd,very impressive dvd
dvd,pilates for real people
dvd,perfect solution for us inflexible folks
dvd,every fitness dvd should be like this
dvd,this might be the best movie i've ever seen
dvd,great impact from knife-wielding start to bloody end
dvd,moving brutality.
dvd,not just a movie but also a social project
dvd,life doesn't come with any guarentees
dvd,brutal crime drama
dvd,powerful eye-opener.
dvd,portrait of an artist as a young brazilian
dvd,great dvd though it is sad that they have parted ways...
dvd,honestly....i loved it
dvd,newlyweds is just a guilty pleasure to watch!!!!!!
dvd,so they are real people after all
dvd,meet our lucy!
dvd,loved every minute
dvd,is this chicken or fish i'm eating?
dvd,"just ""ok"""
dvd,the hills have eyes
dvd,super horror
dvd,somewhat entertaining but still really stupid.
dvd,greats !!!!
dvd,the hills have eyes again
dvd,good remake
dvd,a riveting horror ride of carnage; really disturbing and fearsome
dvd,surprisingly disappointing
dvd,hopeful and life affirming film
dvd,a wonderful documentary
dvd,the most important film i've ever seen
dvd,i am the breast cancer patient in the film
dvd,it's the best documentary i have seen in a long time.
dvd,you will never forget this documentary!
dvd,i can't stop thinking about this movie
dvd,no george........no!
dvd,finally the original classic on dvd
dvd,the bonus 1977 unaltered version of star wars beats all the bootleg copies...
dvd,wow! the original trilogy finally on dvd!
dvd,do you want to own the original trilogy?
dvd,bad quality? not on my tv!
dvd,not scary? so?
dvd,13 reasons to turn it off...
dvd,a horrid not horror film
dvd,skip this turkey and buy the original
dvd,a great b horror movie
dvd,starts slow but really pays off
dvd,man what a pleasant surprise!
dvd,scrubs - first season
dvd,laugh til you cry
dvd,funny pleasant way for relaxation
dvd,best sit com on tv
dvd,i love this show.
dvd,surreal but with a touches on real emotions
dvd,brilliant comedy
dvd,amazingly original and mature...
dvd,this version is terrible!
dvd,another most excellent season of the simpsons
dvd,when the simpsons were still king
dvd,another solid collection of episodes
dvd,awesome and it keeps getting better!
dvd,"could it be the ""best"" season...?"
dvd,classic darn near perfect season.
dvd,simpsons season 7
dvd,new york times review
dvd,amazing exciting heartbreaking--just don't call it inspirational
dvd,wow !! gritty inspiring intense and funny
dvd,excellent documentary
dvd,wheelchairs are sexy
dvd,a well told story of human resilience
dvd,insanely great
dvd,a great film!
dvd,should have won best documentary-- moving humorous and informative all in one!
dvd,people with disibilities are people first
dvd,not as good but still watchable...
dvd,darkman 3 on dvd wow
dvd,history part 1
dvd,loved it loved it
dvd,5 stars for the movie 1 star for the miramax version
dvd,the film that foresaw the video clip!
dvd,far better than i hoped from the reviews
dvd,entertaining/mind blowing
dvd,my kids loved this
dvd,highly enjoyable scientific speculation
dvd,origins the dvd experience
dvd,life at the beginning
dvd,a pale imitation of the bbc miniseries nova shame on you!
dvd,lackluster and sometimes inaccurate
dvd,some of lugosi's best...
dvd,four of five films great; dvd problems explained & solution
dvd,1 great - 1 good - 3 ok - bela and boris together
dvd,mixed bag of films but still a treasure for lugosi (and karloff) fans
dvd,the decline of bela lugosi
dvd,universal deserves praise for this bela lugosi collection
dvd,the bela lugosi collection
dvd,this deserves more than five stars!
dvd,bela lugosi collection
dvd,good abs workout but...
dvd,i use this when i am really sore from the other firm videos
dvd,not what i was hoping for...
dvd,bad pacing ok workout supp. equipments not useful
dvd,i like this as a supplement to my regular firm workouts
dvd,unique and effective!
dvd,the ab routines are worth the buy
dvd,yet another ''fatal attraction'' wannabe. but this was good
dvd,rose is a good actress but this movie was not for her.
dvd,second best but still a winner
dvd,yet another dvd i got for christmas!
dvd,by far my favorite disney movie!
dvd,truly classic truly entertaining
dvd,buyer beware - are you buying the real deal?
dvd,thunderbolt the wonderdog
dvd,disney at its best
dvd,if this didn't have pai paio in it i could actually believe it was from 1962
dvd,disturbing thriller about religious fanaticism
dvd,beware the frail (of mind)
dvd,"""sometimes truth defies reason."""
dvd,terrific film excellent story
dvd,a modern day horror movie
dvd,surprising - excellent
dvd,a genuinely powerful psychological horror film
dvd,a learning experience
dvd,gwendoline the godess
dvd,gwendoline hot and fun
dvd,still worth a look....
dvd,the weird world of coincidence
dvd,les aventures de gwendoline
dvd,"""i'm sheriff gene freak."""
dvd,one of the best faux horror films ever made
dvd,not how i remember it
dvd,so bad it scared me out of eating
dvd,great 'b' movie & not-so-great 'sequel'
dvd,come closer... !
dvd,troll 2
dvd,"""be twice as afraid""...but for the right reasons"
dvd,hey kidd-0! what do you know about anything!?
dvd,street trash what can i say?
dvd,a real blast form the past!!!
dvd,awesome cult horror comedy!
dvd,what a troma film would be like if someone actually put effort into it!!
dvd,to anyone who is thinking of buying this please note
dvd,exploitation hits skid row...and it's a hoot!
dvd,a sweet story that pulla at the heart strings
dvd,very interesting adaptation
dvd,sci-fi trash
dvd,a poorly constructed nightmare
dvd,bad chemistry & bad film making don't mix
dvd,what i'm about to say my alarm some of you
dvd,all pleasure without the guilt
dvd,a wonderful effort!
dvd,fun in 2d; great in 3d
dvd,overblown and boring
dvd,for whom the bell tolls
dvd,"""you're shameless!"""
dvd,what a wonderful visit back to my childhood!
dvd,undoubtedly one of the best!!
dvd,a highly improved version
dvd,extremely touching movie!
dvd,sentimental just like me
dvd,"a real tearjerker! you will not live '""without"" it...."
dvd,the truth in dying
dvd,forget love story ghost etc
dvd,kind of a sad movie but worthwhile and absorbing
dvd,selfish or selfless?
dvd,totally unrealistic main character
dvd,spaced out reviewers
dvd,noel noir -- no jolliness here just twisted humor
dvd,lots of cruelty and lots of humor. just don't take this film seriously.
dvd,the cinematheque of babylon
dvd,very dark humor
dvd,madcap romp
dvd,ice burg victim of global warming
dvd,long droll boring and non-sensical
dvd,a stupendous flaming car wreck of a movie
dvd,the boys are back...
dvd,a great movie.
dvd,horrid experience and way too long
dvd,first pixar movie ever!
dvd,toy story (10th anniversary edition)
dvd,one of the best animation movies ever
dvd,you got a friend in me
dvd,an all-time joy for the children!
dvd,a beloved disney movie!!
dvd,this is a great family movie
dvd,a keeper
dvd,you can never go wrong with woody and buzz lightyear!
dvd,great stretches for beginners....
dvd,for the average person this is the dvd you're looking for.
dvd,great stretches
dvd,nice and relaxing
dvd,"pay attention to title - for ""beginners"""
dvd,i generally have all the flexibility of a 2x4 but i can do this!
dvd,good basic stretching
dvd,anyone can do this
dvd,best streching video for beginners
dvd,great instructional dvd
dvd,two hands excellence
dvd,total electric borefest
dvd,master class for intermediate guitarist
dvd,guitar library **must have**
dvd,frustrating... you may want to avoid this one
dvd,the holy grail of lessons
dvd,a movie we'll watch again and again
dvd,clooney's best movie ever!
dvd,o brother where art thou?
dvd,outstanding comedy from the coen brothers!
dvd,men of constant sorrow
dvd,holy cow !
dvd,coen brothers do it again
dvd,historic comedy with a memorable plot
dvd,bonafide comedy
dvd,could have been great
dvd,better than you'd think
dvd,talk about a recipe for mussels and shrimp....
dvd,the sequel will be awesome
dvd,double the comedy
dvd,i'll never grow tired of this movie
dvd,fun for the family
dvd,a nice change of pace for arnold
dvd,"""money buys your fate in hell"""
dvd,too wonderful
dvd,the human heart in the depths
dvd,an excellent double feature.
dvd,social study
dvd,renoir & kurosawa
dvd,the most importand of the disney dvd's
dvd,not pc? who cares?
dvd,yoo hoo!
dvd,a little more information on mr. maltin
dvd,cocoon2 - the return
dvd,never return to old places
dvd,as good as the original and that's high praise
dvd,good sequel considering most sequels!
dvd,the best no-holds barred action since commando
