category,text,label
books,my favorite kid's book,positive
books,a fun read!,positive
books,necessary illusions,positive
books,a book for all ages,positive
books,as much as i hate to say it ...,positive
books,no comparison to the film,positive
books,another excellent book by connelly,positive
books,winning custody,positive
books,clearly illustrates traditional japanese construction,positive
books,better than lonesome dove,positive
books,a good resource but opportunities are missed,positive
books,harpercollins bible dictionary,positive
books,ready to get fit,positive
books,a colorful introduction to pc,positive
books,simple and sweet,positive
books,entertaining but beware this advice,positive
books,excellent resource for an italian cookbook library,positive
books,the temporary death of a priori,positive
books,"""must"" reading for all elie wiesel fans.",positive
books,a pleasurable read,positive
books,pretty good read,positive
books,one time around of good mystery,positive
books,an epic portrayal of an important maligned truth.,positive
books,if you are only going to read one woolf read this one,positive
books,horowitz on the destruction of the american academy,positive
books,he is so hott!!!!!!,positive
books,better than the previous editions,positive
books,do you ever wonder what happened to meissonier? no? do you even know who meissonier was?,positive
books,a readable engaging classic,positive
books,a comprehensive survey of classical literature,positive
books,a great magazine a great collection a great concept--can you tell i like this idea?,positive
books,this is the premier book on interior decoration!,positive
books,from the heart of a lonely man,positive
books,vintage parker,positive
books,love poems from the heian era.,positive
books,engaging and illuminating,positive
books,a readable book that deserves some credence,positive
books,rather surprised!,positive
books,why it's still in print a hundred years later...,positive
books,seth frantzman is an idiot,positive
books,what happened in the middle???,positive
books,missing person,positive
books,all around good easy read,positive
books,the profit order world,positive
books,one of the better sexual books.....,positive
books,great summer read,positive
books,i love this book! it's amazing!,positive
books,beautiful and practical,positive
books,better than volume 1!,positive
books,how to get off your bum and make a difference,positive
books,best treatment of strategic planning for churches,positive
books,yazoo city native,positive
books,must read for actors!,positive
books,a thick read,positive
books,laughing so hard i;m doing #1 in my uderbritches,positive
books,this book contains powerful healing techniques,positive
books,noble prize winner on conflict,positive
books,the perfect holiday gift!,positive
books,"a fantastic exercise in ""what if""",positive
books,goes through cars like toilet paper,positive
books,borges the memorious,positive
books,a very good and accessible character sketch.,positive
books,using this book at unc charlotte in class,positive
books,creating mindful reactions that are good for your health!,positive
books,love it!,positive
books,here's the template!,positive
books,as informative and entertaining as the movie counterpart,positive
books,exquisite historical prose!,positive
books,another hit from barry,positive
books,bright and enjoyable but not especially deep,positive
books,insightful and exceedingly rare scholarship,positive
books,he loves it!,positive
books,my infant smiles whenever he sees this book,positive
books,the thornbirds,positive
books,a rich and thought-provoking book,positive
books,leslie does it again!,positive
books,thinking and racism,positive
books,a loving look at middle earth,positive
books,great children's book - beautiful and intriguing,positive
books,a thoughtful and important book,positive
books,one of king's best,positive
books,heroic and on target.,positive
books,perfect introduction book,positive
books,"liberals--""save the bureaucracy to hell with kids.""",positive
books,check the facts,positive
books,fun reading and great characters,positive
books,my favorite quotation book!,positive
books,philosophy psychology or theology? no just great literature,positive
books,great book! greg isles never disappoints me!,positive
books,witches with a message,positive
books,western liberalism on trial,positive
books,europe since 1945 for the non-historian,positive
books,great book needs a new update,positive
books,honest history,positive
books,do not skip this book because of the movie...,positive
books,an alternative ending?,positive
books,teaching kids to read (without stressing out!),positive
books,its good as a second source,positive
books,a great basic cookbook,positive
books,thorough and comrehensive,positive
books,truly wonderful stuff,positive
books,an excellent survey of the impact of railway travel,positive
books,best thus far.,positive
books,must have book,positive
books,moral philosophy,positive
books,good politics,positive
books,writing from your heart,positive
books,inside jerry falwell,positive
books,vonnegut's masterpiece,positive
books,hooray for hollywood,positive
books,e. lynn put's it all out on the table in this one!,positive
books,historically based information with an emphasis on the weird and wacky,positive
books,journeys through the world from your armchair,positive
books,incisive and novel critique - absolutely recommended,positive
books,a must-read for all believers,positive
books,learning to care for yourself,positive
books,great book!!!,positive
books,breathtaking story,positive
books,wickid satire,positive
books,really seems to help!,positive
books,close your eyes and enjoy the ride!,positive
books,wow this book made all the difference.,positive
books,real life situations,positive
books,beautifully written and fact-packed memoir of world war ii,positive
books,a different opinion,positive
books,excellent adventure novel,positive
books,a must-read for anyone who eats,positive
books,the first book of design for all designers,positive
books,again....the best,positive
books,now i can play,positive
books,the best yet and will be tough to match,positive
books,a gothic delight,positive
books,a seductive page turner but lacking something....,positive
books,police procedural and medical thriller wrapped up in a bow!,positive
books,curmudgeon's diary of walking the coast of great britain,positive
books,the only cookbook (out of hundreds) that i use weekly.,positive
books,the source for true armanen runelore,positive
books,great topic - kudos mr watkins!,positive
books,helpful information for parents willing to develop their childen readership,positive
books,entertaining education,positive
books,good advice in book will help to not lose the next one,positive
books,walking amongst dummys,positive
books,ending was great,positive
books,a strong argument for tort reform,positive
books,creating a census for an antique book,positive
books,let's not go completely overboard,positive
books,critical book review,positive
books,laughs gasps aha's and oy veys,positive
books,matilda and the trunchbull,positive
books,fun fast-paced puzzler with plenty of nancy drew trivia,positive
books,sharp insight from virginia postrel,positive
books,funny and true,positive
books,not restricted to just educational context,positive
books,informative and insightful,positive
books,yoga of the heart,positive
books,fascism in action,positive
books,irresistible grace,positive
books,excellent book! informative and fun,positive
books,understanding the roots of racism,positive
books,interesting thought,positive
books,be afraid...be very afraid,positive
books,i wish all textbooks were like this one...,positive
books,great introductory guide,positive
books,involved very scholarly work on the 20th cent. mideast,positive
books,"another ""i wish i would have read this earlier in life!"" book",positive
books,the bridge of san luis rey by thornton wilder,positive
books,another great book!,positive
books,literate and exciting,positive
books,melding economies,positive
books,great biography on a great man,positive
books,wicked fun reading,positive
books,it really is the art of the grill,positive
books,bittersweet humor and advice to a young son,positive
books,a story of survival,positive
books,surprisingly honest and terse first-person history,positive
books,there it is . . .,positive
books,having to live another day was the worst nightmare...,positive
books,setting the record straight,positive
books,a vital and reliable companion to u.s. history today,positive
books,a child is fortunate to have this book!,positive
books,a rare gem (spirituality),positive
books,a fun practical corkbook that's well within reach,positive
books,can you imagine hell? these six people can.,positive
books,it really is the easy way!,positive
books,a wonderful peice of american religious history,positive
books,"a practical ""how-to"" and ""what questions to ask"".",positive
books,early mccarthy,positive
books,typical mccarthy - but that is a good thing,positive
books,great concept best low carb book i have seen,positive
books,reasons for being alone,positive
books,the picture of dorian gray,positive
books,good introduction,positive
books,revisionism at its best,positive
books,no baloney here,positive
books,great mountain story,positive
books,austen at her best,positive
books,millionaire mind book scratches the surface,positive
books,one of my favorite books,positive
books,why classics are classics,positive
books,mmmmmm.....scrumptious! and the memories.......,positive
books,practical and very useful book on software profession as a career,positive
books,same schtick different players,positive
books,a modern day search for the truth - with disheartening results,positive
books,frank peretti lite,positive
books,on death and dying,positive
books,get the hardback version. it is vastly superior!,positive
books,timing is everything and you won't have it.,positive
books,classic statement of animal liberation,positive
books,one great book,positive
books,give the kid a break and use your imagination,positive
books,ultra-high expectations unmet,positive
books,29 028 feet of pure pleasure,positive
books,emotional intelligence 10 years on,positive
books,fabulous....as always!,positive
books,pure hiaasen,positive
books,changed attitudes!!,positive
books,4.5 stars,positive
books,a good man's long journey,positive
books,not innate but geographical differences,positive
books,5.0 stars,positive
books,made my son a reader!!,positive
books,will there be pi in the sky by and by when you die?,positive
books,a life-changing read for humans 8 to 108,positive
books,awesome read,positive
books,you can't go wrong with larry gonick,positive
books,academic classic,positive
books,reinforces things you tell your kids,positive
books,read it as a child and now use it as a professor,positive
books,one of the best intro books on the subject!,positive
books,the best book for arm's firmware programmers so far,positive
books,dr. deming's management principles- a charming illustration,positive
books,useful insights from dell's direct sales success story,positive
books,tender touching and humorous!,positive
books,wonderful dramatic suspensful touching and many other things all rolled into one.,positive
books,jules gets four stars,positive
books,excellent beginners book,positive
books,incredibly useful!,positive
books,deep waters,positive
books,learning python,positive
books,"""excellent source of frozen yogurt recipes""",positive
books,a very responsible and important study,positive
books,historical primer,positive
books,the greatest book on john lennon,positive
books,great detailed tutorial for those new to reporting services,positive
books,all the world's children have the same wants and needs,positive
books,kelly ripa loved it!,positive
books,a must for any lover of baseball,positive
books,small sizes,positive
books,class differences,positive
books,an inspiration and a joy,positive
books,my son chose his school here,positive
books,a valuable tool,positive
books,think while laughing !,positive
books,"finally no more ""lousy and ridiculous"" for chemistry graduate students",positive
books,one of my lifetime favorites,positive
books,s m l xl extra great!,positive
books,doesn't flow but...eh who cares!,positive
books,a well written and fun read,positive
books,great for veteran freezer cooks!,positive
books,perfect for the upcoming cold-weather months!,positive
books,an excellent description on the role of the state,positive
books,valuable asset,positive
books,masterpiece of western fiction.,positive
books,for a long story this one is worth every word,positive
books,contemporary english bible,positive
books,awesome tecnical manual,positive
books,an inspiring book,positive
books,excellent book - like any good book on the subject you need to read between the lines,positive
books,excellent though flawed intellectual history of the 20th century,positive
books,the best book in the series,positive
books,the beach house,positive
books,kids love it!,positive
books,finally a truly advanced scripting book for vbscript,positive
books,great account of sports and social history,positive
books,she likes it so it must be good,positive
books,excellent choice for visual artists contemplating photography as a medium of expression,positive
books,coffee table book that also has true substance,positive
books,user friendly great pictures!,positive
books,an old- time favorite,positive
books,simple and clear,positive
books,find music that you love,positive
books,very thorough but somewhat difficult to read,positive
books,good for the most part,positive
books,superb presentation/content,positive
books,one of the most lucid and enjoyable math books available,positive
books,another way to look at the strong-willed child.,positive
books,indispensible for the sword fancier,positive
books,if you have any sight at all you should be reading this great series!,positive
books,thin plot thin characters but still an enjoyable read,positive
books,terrific reference material,positive
books,another superb production,positive
books,delicious healthy food fast!,positive
books,great book to identify your smle,positive
books,the struggle for revolutionary culture,positive
books,i love alex.,positive
books,a focus on hardware optimization,positive
books,good story good art to match,positive
books,excellent book - a must read.,positive
books,peter robinson - a great talent!,positive
books,storm of swords,positive
books,brilliant lawyer story,positive
books,correcting an oversight ....,positive
books,two hooks up!,positive
books,great resource for an experience java programmer,positive
books,i am the book's author,positive
books,the art of chinese swordsmanship,positive
books,this book wins my heart,positive
books,this book tells girls what good sportsmanship is all about.,positive
books,our grandmothers were right,positive
books,creepy and fascinating,positive
books,mr. explainer does it again,positive
books,great follow up to the red hat club!,positive
books,if you want to do advanced dvd authoring - buy this book!,positive
books,a reassuring read,positive
books,a great little book!,positive
books,cj box does it again!,positive
books,fabulous history,positive
books,impeccable perspective - a must read,positive
books,mythology for the masses,positive
books,life in old plymouth,positive
books,wonderful book!,positive
books,it's like a little post-relationship bible,positive
books,great read - like james fenmore cooper -,positive
books,good for first timers...,positive
books,anna anderson was grand duchess anastasia of russia,positive
books,2 years...,positive
books,great laugh for grown ups,positive
books,a great book by a btdt (been there done that),positive
books,brilliant and untouchable,positive
books,the greatest novel,positive
books,fantastic english mystery in the christie tradition,positive
books,betty crocker's easy slow cooker dinners,positive
books,a must have for anyone selling a story,positive
books,nicely done -- wish he'd write another,positive
books,from what it's really like to run a coffee bar to legal issues sales shop equipment choices kitchen layout and more,positive
books,for the creme brulee lover,positive
books,thrilling exciting absorbing unforgettable stories&pictures,positive
books,mostly true except for the information from mcnamara,positive
books,the butchers theater,positive
books,an affair to remember,positive
books,this's been my favorite book for 8 years,positive
books,self help masterpiece,positive
books,it's nasty and the kids love it,positive
books,yes yes yes,positive
books,a magic story,positive
books,read it,positive
books,required reading for elementary students!!,positive
books,not perez-reverte's best but entertaining,positive
books,the peak of storytelling,positive
books,a real mystery for grown-ups,positive
books,blown away,positive
books,the elite's secrets that have degraded over the millennia.,positive
books,a solid defense,positive
books,piece of my heart,positive
books,couldn't resist...,positive
books,i love this book,positive
books,good starter reader.,positive
books,the horse packers bible ........,positive
books,a masterful contribution,positive
books,cuts to the core....,positive
books,her ideas are classic yet fresh,positive
books,really the last prophet,positive
books,"a nice follow-up to ""stitch 'n bitch""",positive
books,"twain's ""before and after"" account of his quarter-century on the old muddy",positive
books,pretty helpful book!,positive
books,how big is a foot?,positive
books,great bread machine book,positive
books,why aren't you reading this?,positive
books,great! if you're a carolina fan...terrific if you're not!,positive
books,kellerman at his best!,positive
books,warcraft book2 10000 years before warcraft game1...,positive
books,one to reread!,positive
books,the spark,positive
books,and the lesson is...,positive
books,sweet read,positive
books,good info but missing a certain something...,positive
books,interesting and educational and children love it!,positive
books,best book for teaching children about people and nature.,positive
books,fascinating look at america 50 years ago,positive
books,it's shofar time!,positive
books,we love this book!,positive
dvd,one of the worst movies i have ever seen.,negative
dvd,another classic ruined by disney,negative
dvd,fun to watch,negative
dvd,did we see the same movie?,negative
dvd,not too impressed,negative
dvd,not much for laughs and even less for plot,negative
dvd,"more ""lost cause"" mythology",negative
dvd,sex in quarantine,negative
dvd,the firm,negative
dvd,movie reviews crossed,negative
dvd,is ''cringe-worthy'' a word?,negative
dvd,blah blah blah...,negative
dvd,for fans of miyazaki not for fans of the book,negative
dvd,and who could that be stalking us now?,negative
dvd,no title,negative
dvd,where is the salsa?!?!?,negative
dvd,terrible movie,negative
dvd,no diamonds....just rough,negative
dvd,this one deserves a big fat zero,negative
dvd,nothing i liked about it,negative
dvd,fun interviews but no song shown in entirety,negative
dvd,too sympathetic towards da vinci code one-sided experts still debunks!,negative
dvd,"only mildly interesting and no ""classic""",negative
dvd,this disney release was rushed.,negative
dvd,the cell phone is the main character,negative
dvd,horrible dvd transfer,negative
dvd,watered down unanswered questions,negative
dvd,an invitation to open your wallet...,negative
dvd,pretty woman meets toxic tort,negative
dvd,worst workout ever,negative
dvd,liked this one the least......,negative
dvd,gave it a chance but...,negative
dvd,that's the grudge huh?,negative
dvd,you've got to be kidding me,negative
dvd,downright abyssmal,negative
dvd,treasure fans beware!,negative
dvd,pretty revealing,negative
dvd,loaded deck shoots blanks,negative
dvd,the character of martha dunstock,negative
dvd,one starr is far too much,negative
dvd,disingenuous tripe,negative
dvd,the perfect prescription for insomnia,negative
dvd,"don't be ""con"" vinced into watching this",negative
dvd,"insert pun with word ""con"" here...",negative
dvd,a very long political attack ad,negative
dvd,"""golden coach"" ruined by bad mastering at end",negative
dvd,not worth the money or the time,negative
dvd,this movie is a clunker,negative
dvd,monumental issues but fails to convince,negative
dvd,profoundly unfunny and completely unwatchable film.,negative
dvd,the incrowd is out.....,negative
dvd,the tyler pery collection,negative
dvd,is the dvd cover familiar to you?,negative
dvd,dead movie,negative
dvd,"fake ""dog whisperer"" - studious ignorance",negative
dvd,agree with should have stayed lost,negative
dvd,movie great dvd substandard,negative
dvd,this review is more about the movie transfer than the movie,negative
dvd,femme fatales or very lame?,negative
dvd,pan and scan - dvd is not letterbox!,negative
dvd,sorry spy hard is a waste of time,negative
dvd,quack quack!,negative
dvd,big biggest bigot!,negative
dvd,there's no person like this person,negative
dvd,embarrasing to watch.,negative
dvd,a b-movie with a little more substance,negative
dvd,what a letdown!,negative
dvd,great visuals but couldn't stomach the horrible dialogue,negative
dvd,big name cast adds up to unfocussed dud. the worst movie of this genre.,negative
dvd,cult classic...please a waste of my childhood,negative
dvd,unbelieble bluff,negative
dvd,bette and woody?,negative
dvd,i hated this film,negative
dvd,not worth your time,negative
dvd,fock you!,negative
dvd,a horrible movie attempting to use snipes name,negative
dvd,a big waste of time!!!!,negative
dvd,why did they bother?,negative
dvd,very biased- a huge disappointment,negative
dvd,some good stuff but lots of uninspired episodes as well,negative
dvd,spaced out reviewers,negative
dvd,a little dissappointed,negative
dvd,painful to watch...,negative
dvd,u won't care for this one,negative
dvd,fatally flawed,negative
dvd,worst lesbian film of the decade,negative
dvd,shamefully dissappointing dvd.,negative
dvd,unsuitable for european dvd players,negative
dvd,total disappointment..!!!,negative
dvd,too fast,negative
dvd,yuck yuck yuck,negative
dvd,technical problems,negative
dvd,"thoroughly predictable ""thriller""",negative
dvd,very boring,negative
dvd,the most biased movie i've watched in long long time,negative
dvd,the chopped it up,negative
dvd,teri hatcher naked? big deal - where's the curves?,negative
dvd,logo imprint compromises presentation,negative
dvd,orientalism on demand,negative
dvd,really truly awful,negative
dvd,what's up charlie brown?,negative
dvd,ratner is a lousy film maker....,negative
dvd,movie for morons,negative
dvd,pul-eese. why did they have to make this movie?,negative
dvd,praying for engine trouble!,negative
dvd,awful horrible ridiculous.,negative
dvd,how bad can a movie be?,negative
dvd,sean mcginly fan disapointed,negative
dvd,free to be you and me - as long as you are like me,negative
dvd,not even worth finishing,negative
dvd,i also was mislead by the title! now i have to ship back!,negative
dvd,don't say a word (2001),negative
dvd,i'm is sequal hell.,negative
dvd,what a soundtrack. too bad the movie couldn't keep up.,negative
dvd,hindsight is 20/20,negative
dvd,shirley maclaine's best movie?,negative
dvd,doesn't hold a candle to the original,negative
dvd,don't waste your money on this one,negative
dvd,waggy mcwaggster,negative
dvd,failed miserably,negative
dvd,surprisingly slight and insubstantial,negative
dvd,lots of visual style.......little substance,negative
dvd,crammed a 1 hour movie into 3 = bored out of my mind!!!,negative
dvd,really really really bad,negative
dvd,never received product.,negative
dvd,what's all the fuss about?,negative
dvd,death of common sense,negative
dvd,a good ole rebel new orleans,negative
dvd,here we go again,negative
dvd,the lisbon suicides,negative
dvd,great acting ruined by politics,negative
dvd,the can be written for a democrat or republican,negative
dvd,another disappointing marvel movie,negative
dvd,dated and dull,negative
dvd,well that was tedious,negative
dvd,a celebration of hopelessness,negative
dvd,it is worth seeing but michael morre missed the point,negative
dvd,a wild wild gimmick,negative
dvd,now a longer version of a movie that was too long?,negative
dvd,no habeas not much corpus and definitely not delictus,negative
dvd,did we see the same movie??,negative
dvd,confusing too many characters difficult to follow story line,negative
dvd,not for the beginner,negative
dvd,not better than channel surfing,negative
dvd,another one of them ashley judd thrillers,negative
dvd,good movie.,negative
dvd,maybe it just hasn't aged well...,negative
dvd,rent if you want to see not a collectors item,negative
dvd,"""in good company"" is not good company",negative
dvd,the book is a lot better,negative
dvd,dumbest movie ever,negative
dvd,dry comedy for people who don't like dry comedy,negative
dvd,contrived implausible crime drama,negative
dvd,anti - american,negative
dvd,very disappointed and frustrated,negative
dvd,boring showtime movie,negative
dvd,a one hour idea stretched to almost three hours,negative
dvd,one of the worsts!,negative
dvd,for completists only,negative
dvd,not too good for kids,negative
dvd,utter nonsense,negative
dvd,a really unfunny comedy,negative
dvd,what passes for science these days is sad,negative
dvd,its ok but is too random,negative
dvd,more of the same . . .,negative
dvd,pretty forgotten by now.,negative
dvd,let's make this short and sweet...,negative
dvd,what a snooze fest.,negative
dvd,ok concert - poor audio,negative
dvd,does not hold our attention,negative
dvd,the long long trailer is good,negative
dvd,tolerable but not really very good movies,negative
dvd,"a disgrace to the mexican-american people. how about ""zero stars""?",negative
dvd,about as biblical as sponge bob,negative
dvd,explain the phenomenon!,negative
dvd,worst film ever,negative
dvd,bad baby bad!,negative
dvd,aims low and hits its target,negative
dvd,hehe .. ooooh,negative
dvd,i have got two words to descibes what i thought of this...,negative
dvd,should have been a rental,negative
dvd,simpsons go pc on dvd,negative
dvd,old documentary!,negative
dvd,i figure if i study high take the test high get high scores! right?,negative
dvd,a minority opinion,negative
dvd,sterile derivative and plastic...,negative
dvd,the rock and vaughn stole the show,negative
dvd,a tribute,negative
dvd,eva green eva green eva green eva green. nothing else.,negative
dvd,super teen,negative
dvd,if i want to see a boring and pointless dream sequence i'll rewatch dallas,negative
dvd,wholesome weird and dull,negative
dvd,not big on mixing musical with fantasy,negative
dvd,an awfull film,negative
dvd,great show - terrible marketing,negative
dvd,see the original!,negative
dvd,all lies an attack on america...,negative
dvd,ffc belittles his own classic by altering the score...,negative
dvd,rating the product not the movie!!!,negative
dvd,attempting to tribute copy and mix many american movies,negative
dvd,the plot successfully escaped,negative
dvd,you have to be kidding!,negative
dvd,low budget--so what?,negative
dvd,fuzzy wuzzy,negative
dvd,the big letdown,negative
dvd,disappointing second set,negative
dvd,one of the most homoerotic films i have ever seen!,negative
dvd,f*** the o.c.!,negative
dvd,lacks real emotion and heart,negative
dvd,very poor video quality it's not worth it.,negative
dvd,good but about 10 years too late,negative
dvd,0 stars,negative
dvd,very poor quality dvd,negative
dvd,disappointed mom,negative
dvd,rambling and unfocused drama,negative
dvd,"how to make a goth/sci-fi ""classic"" (a 20-step guide)",negative
dvd,live 8 toronto dvd a dissapointment for the masses,negative
dvd,for beginning beginners only!!!,negative
dvd,this film was not faithful to the adaptation of the novel.,negative
dvd,nothing but soft porn,negative
dvd,hey did any of you dudes catch that they ripped off the plot from clueless?,negative
dvd,"no ""socermania"" instead too many repeats",negative
dvd,good film worthless release,negative
dvd,paul walker finally yields his throne to...,negative
dvd,about as entertaining as watching michael jackson dry-hump howdy doody,negative
dvd,poorly done mocumentary,negative
dvd,naughty but clever,negative
dvd,cate oh my...............,negative
dvd,fact is stranger than fiction,negative
dvd,out of sync tommy,negative
dvd,worst special (extended) edition of a movie - ever!,negative
dvd,hipster drivel,negative
dvd,"""who would want to kill the sweetest ****** woman in the world?""",negative
dvd,i'm not an expert but this movie sucks,negative
dvd,b is for boring,negative
dvd,do musicians have a conscience....?,negative
dvd,an amateur effort all around,negative
dvd,only for foodies,negative
dvd,just say no,negative
dvd,pretty stupid and obnoxious,negative
dvd,i am the arm- the review for fans of the series.,negative
dvd,dive ! dive !,negative
dvd,stupidest movie i've seen in a long time.,negative
dvd,couldn't have destroyed the story worse...,negative
dvd,you've got to be kidding.,negative
dvd,not that great actually is kinda bad.,negative
dvd,a fan of the first,negative
dvd,nothing to write home about,negative
dvd,torture to watch,negative
dvd,whoops was i wrong about this set,negative
dvd,gina just doesn't understand!!,negative
dvd,judge yourself first.,negative
dvd,bogus collection,negative
dvd,"""o"" please!!!!!!!",negative
dvd,trinity collection is a bootleg - you get what you pay for,negative
dvd,why the fuss?,negative
dvd,if you want a porn flick...,negative
dvd,could you last from dusk to dawn?,negative
dvd,drown damn you drown!!,negative
dvd,it's no warning it's predictable!,negative
dvd,movie feedback,negative
dvd,great play but look at the editing,negative
dvd,overrated dramatic mess.,negative
dvd,all humans must go,negative
dvd,"""is that all there is?""",negative
dvd,makes you want to kill yourself,negative
dvd,shallow treatment of profound ideas,negative
dvd,a monotonous travelogue that might be of interest to those who've read his books,negative
dvd,good for beginners only,negative
dvd,this is the review i wish i'd read before buying,negative
dvd,expanding your mind through books and bad german dubbing is a no-no,negative
dvd,a comedy routine !,negative
dvd,what a pity!,negative
dvd,day of the suck,negative
dvd,i bet it's real stupid,negative
dvd,sentimental and fake,negative
dvd,jesus what a steaming pile of crap!,negative
dvd,"if you care about ""the boys"" get the uk set",negative
dvd,pretentious and dull,negative
dvd,this dud has its moments.,negative
dvd,only for the kids!,negative
dvd,same time next year comments,negative
dvd,alec baldwin could've been hard-boiled but ends up soggy,negative
dvd,predictable and uneven,negative
dvd,different cast. different writers???????,negative
dvd,devilishly addictive but not much payoff,negative
dvd,more gibson garbage...no stars,negative
dvd,wonderful series horrible idea to re-release like this...,negative
dvd,candyman 3,negative
dvd,they tried i guess,negative
dvd,idiotic movie about really stupid people,negative
dvd,at least kurt still has goldie,negative
dvd,too easy,negative
dvd,opt for something better,negative
dvd,how can anyone like this pile o shart??? it sucks!!!!!,negative
dvd,wonderful film but poor dvd quality,negative
dvd,meet john doe,negative
dvd,needless gore,negative
dvd,choppy movie,negative
dvd,a real woofer,negative
dvd,who let the dogs out?,negative
dvd,trust me don' t be a fool...,negative
dvd,keep away,negative
dvd,why red dragon does not compare to silence of the lambs,negative
dvd,terrible customer service,negative
dvd,"""you're going down burnhead"" ???",negative
dvd,dont waste your $$$,negative
dvd,dont' buy this dvd!,negative
dvd,a film that you already seen before,negative
dvd,a total bomb!!,negative
dvd,a little too mean for its own good,negative
dvd,not as avertised..editted movie,negative
dvd,a merciful two star rating; look for future arena football def. coor. stan davis as 1 child actor & funny bit about cheap trick,negative
dvd,well if you are a true beatle fan....,negative
dvd,"""just answer the questions mr. paquette. the attorneys will provide the wisecracks.""",negative
dvd,gobbledygook & self-righteousness & pretentious twaddle make for a terrible movie,negative
dvd,boring 2 pack set,negative
dvd,this movie......stinks,negative
dvd,how to destroy your career in one simple movie,negative
dvd,misses the point,negative
dvd,showgirls - disc problems,negative
dvd,the devil bores read-a and moviego-a,negative
dvd,say what....?,negative
dvd,it doomed alright,negative
dvd,barberella psychadela it's not,negative
dvd,leary stand up - not funny,negative
dvd,"stick with the classic ""the bad seed"" instead",negative
dvd,please make it end!!!,negative
dvd,what the...,negative
dvd,hard people to like.,negative
dvd,amatuer camera man.,negative
dvd,will the real herzog please emerge.,negative
dvd,not what i remembered,negative
dvd,goes too fast,negative
dvd,horrible dvd,negative
dvd,just not for me,negative
dvd,hysterical mother is vindicated (yawn),negative
dvd,two hours i'll never get back.,negative
dvd,the emperor's new clothes,negative
dvd,this star does not shine,negative
dvd,a good soundtrack in search of a movie.,negative
dvd,who wrote this?,negative
dvd,disappointed pride and prejudice fan,negative
dvd,all the clever british humor can't save this one...,negative
dvd,did they read the book?,negative
dvd,good story idea. wooden acting.,negative
dvd,fictionally tragic,negative
dvd,we don't care,negative
dvd,dopey 50's sit com,negative
dvd,appalling excess,negative
dvd,disappointing......... very disappointing,negative
dvd,a detriment to the environmental movement,negative
dvd,i'll be there... but not for long,negative
dvd,there is only one reason to watch this event...,negative
dvd,racist jokes unfunny,negative
dvd,will not purchase double sided dvd's again...,negative
dvd,yoga complete for weight loss,negative
dvd,skip this!,negative
dvd,well made and stylish . . .,negative
dvd,i turned it off half way through.,negative
dvd,read the book,negative
dvd,times like this amazon needs a no star option,negative
dvd,weird movie!,negative
dvd,too much green screen!,negative
dvd,want to waste 2 hours of your life - ignore this review !!,negative
dvd,the magic isn't there,negative
dvd,truly disappointing,negative
dvd,a great film ruined,negative
dvd,no depth,negative
dvd,"some laughs but no real heart--""just friends"" just doesn't cut it",negative
dvd,bernie mac stole this picture,negative
dvd,i knew there had to be something wrong with this dvd!,negative
dvd,bad quality dvd,negative
dvd,very light on baby care basics,negative
dvd,not recommended by us,negative
dvd,not so sure about this one . . .,negative
dvd,throw out the zanies.,negative
dvd,not very verosimile.,negative
dvd,michael moore shoots himself in the foot,negative
dvd,not for beginners,negative
dvd,boring video; definately not for beginners,negative
dvd,a carbon copy of i know what you did...,negative
dvd,not good!,negative
dvd,p - u this really stinks,negative
dvd,in a word,negative
dvd,it looks too '70s and 1983-like,negative
dvd,it is important that you get the original on vhs,negative
dvd,just doesn't work...,negative
dvd,old action heroes don't die they just fade away.,negative
dvd,role model? far from it,negative
dvd,"is the a*teens music video ""heartbreak lullaby"" on the dvd???",negative
dvd,"not ""tomorrow"" ..... today!!!",negative
dvd,shows are great but where are the rest?,negative
dvd,disney needs to fire the dvd guy,negative
dvd,not buying it,negative
dvd,too much clowning -- way too gimmicky,negative
dvd,i repeat mr. rarerare's title,negative
dvd,five years later still not happy with disney's release policies,negative
dvd,be nice to people on your way up.,negative
dvd,hard to make it through...,negative
dvd,"""i must know everything. i must penetrate the heart of his secret! i must become caligari!""",negative
dvd,pretty lame..could have been great but it was a great dissapointment,negative
dvd,don't waste money,negative
dvd,dorothy fields might have written,negative
dvd,the worst movie i've ever seen,negative
dvd,the cinema's biggest loser,negative
dvd,criterion now giving credit to welles poor (old)excuses,negative
dvd,elizabeth i dvd,negative
dvd,unoriginal and preachy.,negative
dvd,don't waste your time purchasing this product.,negative
dvd,boring & very un-natural (almost fake),negative
dvd,beware 25 years old does not mean it is tame for kids,negative
dvd,season by season box sets!!!!,negative
dvd,uh like where are the videos,negative
dvd,one of the worst films ever!!,negative
dvd,depends on what you want,negative
dvd,chick flick hell,negative
dvd,too dumb to be funny,negative
dvd,wow americans really are stupid,negative
dvd,13 ghosts................,negative
dvd,potentially very hot but sucked instead!,negative
dvd,the novel would be better,negative
dvd,wow. i don't care...,negative
dvd,unnecessarily epic...,negative
dvd,definitely not one of arnold's best...,negative
dvd,lacking alot of video direction,negative
dvd,perfectly decent perfectly inoffensive and perfectly dull,negative
dvd,reinventing the wheel,negative
dvd,not a pleasant christmas story,negative
dvd,looking for the funny...,negative
dvd,down by law dvd dissapointment,negative
dvd,i have a different opinion...,negative
dvd,"amazing movie terrible ""remastering""",negative
dvd,the reviewers at amazon are always correct.,negative
dvd,this spaghetti needs pepto bismol,negative
